insurance_type,age,vehicle_age,claim_amount,annual_premium,incidents,witness_count,policy_type,collision_type,police_report,is_fraud
health,44,3,617.97,2254.29,0,1,basic,front,no,0
health,18,11,1119.77,1465.23,1,0,premium,none,no,0
auto,75,13,10811.91,2838.51,2,0,standard,none,no,0
health,63,19,1771.47,1825.29,2,3,premium,rear,no,0
auto,49,15,2808.53,1113.18,1,2,basic,none,no,0
health,79,4,5760.2,2155.55,0,2,basic,none,no,0
health,78,0,10276.38,2035.5,1,0,basic,none,yes,0
auto,78,12,3166.21,2922.54,2,3,basic,front,no,0
health,34,11,2742.8,2740.17,2,0,basic,none,yes,0
auto,72,18,3828.14,1711.95,2,2,basic,none,no,0
auto,49,11,2346.44,1427.89,0,3,basic,side,no,0
auto,63,10,2436.52,1809.62,1,0,standard,none,no,0
auto,71,6,4857.68,2168.2,0,2,basic,side,no,0
auto,28,1,4145.19,2302.79,0,3,basic,rear,no,0
auto,45,17,16189.59,2102.13,0,1,standard,none,yes,0
auto,25,16,4950.25,1727.83,0,0,basic,side,no,0
auto,35,3,8150.23,2976.22,2,1,basic,rear,no,0
health,43,14,1720.04,1290.58,3,3,premium,none,yes,0
health,71,7,5258.55,6246.03,0,2,standard,none,yes,0
property,71,8,2194.95,2647.93,1,1,standard,none,no,0
health,42,16,4802.14,1028.91,1,2,basic,side,no,0
property,38,16,5895.59,1983.49,2,0,standard,none,no,0
health,50,3,3770.29,2660.69,2,1,basic,rear,no,0
health,74,6,19636.16,1518.25,1,3,basic,rear,no,0
health,78,16,9893.03,856.13,0,1,standard,side,yes,0
property,32,18,8300.51,1075.42,1,3,premium,front,no,0
health,29,1,6216.74,2370.95,1,2,standard,none,no,0
property,61,16,12510.86,751.97,0,3,basic,rear,no,0
auto,36,9,1331.58,875.97,0,2,standard,none,yes,0
property,30,11,9501.44,2364.73,0,1,standard,none,no,0
auto,19,1,1819.16,1617.64,1,3,standard,rear,no,0
auto,42,13,2452.74,1276.8,0,1,standard,none,no,0
auto,42,13,5393.63,1411.82,1,1,standard,none,yes,0
health,52,13,8632.2,866.61,1,2,basic,front,yes,0
auto,30,15,1623.75,2303.6,1,3,standard,front,no,0
auto,62,18,2543.3,1208.01,1,0,basic,none,no,0
auto,60,16,3898.21,1383.16,0,3,standard,side,yes,0
health,46,14,3195.64,2150.36,0,1,standard,none,no,0
auto,29,19,6619.81,1590.31,0,1,basic,side,yes,0
health,49,13,40342.04,1271.14,1,0,basic,rear,no,1
health,59,13,4883.05,668.66,0,0,standard,none,yes,0
health,41,10,2176.26,2172.67,0,2,standard,side,yes,0
health,34,15,1469.16,1880.88,1,2,basic,none,yes,0
auto,49,1,2899.58,1395.92,1,0,basic,none,no,0
property,40,10,1885.27,1076.32,0,3,basic,side,no,0
property,42,8,5050.71,1819.62,0,2,basic,none,yes,0
auto,39,18,4996.11,2299.01,0,0,standard,side,no,0
auto,36,1,2632.74,1898.61,1,3,basic,none,no,0
health,62,12,14610.1,4101.19,0,0,basic,side,no,0
property,46,3,2175.88,2571.87,2,2,basic,rear,no,0
property,46,17,3348.94,1713.61,1,2,basic,none,no,0
property,58,17,5695.4,2615.31,0,3,basic,none,yes,0
property,40,4,6798.37,1852.57,0,3,premium,side,no,0
health,24,17,8904.42,1849.36,1,3,standard,side,no,0
auto,70,9,4914.51,3457.09,2,0,standard,none,no,0
auto,21,19,7597.99,1153.98,0,1,basic,side,no,0
auto,53,14,2285.69,1829.24,0,1,premium,none,no,0
auto,34,0,6923.37,3277.56,1,1,standard,rear,no,0
auto,31,4,6858.96,2110.11,1,0,basic,rear,no,0
auto,20,8,10498.85,1503.38,2,0,standard,rear,no,0
health,73,4,1132.4,770.41,1,3,basic,side,no,0
auto,44,2,1929.41,581.04,0,3,premium,none,no,1
property,39,19,6478.2,5105.59,0,2,basic,none,yes,0
property,63,17,569.09,2109.6,1,2,standard,rear,no,0
auto,20,8,5137.92,1350.14,0,1,premium,rear,no,0
auto,53,4,7645.43,2153.24,0,2,standard,side,yes,0
auto,48,3,2432.17,1125.7,0,3,premium,none,no,0
property,52,18,2694.23,1532.11,1,1,basic,none,yes,0
health,25,6,1716.61,1129.5,0,2,standard,rear,yes,0
auto,77,0,2527.33,891.91,0,3,basic,none,no,0
health,32,7,2579.12,631.13,1,3,basic,none,yes,0
property,60,9,2257.5,813.36,4,0,standard,none,no,0
auto,64,12,2172.48,3012.86,1,0,standard,none,no,0
health,39,6,3011.81,1103.85,1,0,standard,side,yes,0
auto,26,18,2986.41,2362.43,0,0,basic,rear,yes,0
auto,36,12,13519.55,2917.04,2,2,basic,none,yes,0
property,68,19,2762.99,1823.09,0,1,basic,rear,no,0
auto,74,7,4632.75,1557.31,0,0,standard,side,no,0
property,76,13,2431.3,1932.39,0,0,basic,front,no,0
health,32,7,2409.76,1468.05,1,2,basic,none,yes,0
auto,55,13,1104.27,3300.91,1,3,premium,none,no,0
health,27,14,1212.02,4620.54,0,2,premium,none,no,0
auto,62,6,1564.16,3732.77,0,2,standard,rear,no,0
auto,43,18,4140.57,616.6,0,0,basic,none,no,0
auto,62,17,7733.54,1453.15,1,1,standard,none,yes,0
property,60,17,1042.46,1811.81,2,3,standard,rear,yes,0
property,79,4,2479.09,2279.08,0,3,basic,rear,no,0
auto,48,14,1398.53,762.3,0,3,premium,none,no,0
auto,39,2,3026.03,756.18,0,2,basic,side,no,0
property,50,2,7731.35,3475.16,3,1,basic,front,yes,0
health,28,19,2662.93,1367.09,2,2,standard,side,no,0
auto,24,3,3521.84,859.45,0,3,premium,none,no,0
auto,50,17,10083.54,1041.25,0,0,standard,none,no,0
auto,69,8,5016.72,2197.86,0,3,basic,none,no,0
auto,51,6,2138.66,1198.38,1,3,standard,side,no,0
health,66,1,4069.36,2040.22,1,3,premium,side,no,0
health,29,13,2040.02,1108.36,1,2,standard,front,no,0
health,45,14,4887.02,755.89,0,1,basic,side,yes,0
auto,56,9,5222.53,3685.61,1,3,standard,none,yes,0
health,39,16,1398.27,2206.35,2,0,standard,none,yes,0
health,18,6,4115.87,1530.16,0,3,basic,none,no,0
health,22,11,3353.29,1393.15,0,1,standard,rear,no,0
auto,75,5,5330.89,3761.04,0,2,standard,rear,yes,0
auto,55,11,6515.52,2430.29,2,1,standard,none,no,0
auto,34,2,5085.84,3208.01,2,0,basic,none,no,0
auto,34,9,2944.71,1350.4,0,3,basic,rear,no,0
health,20,10,6997.66,1854.43,2,2,standard,none,yes,0
health,76,11,1976.05,2210.78,1,2,basic,none,no,0
auto,24,8,1444.67,1373.29,1,0,basic,front,no,0
health,65,12,388.89,1723.71,0,3,basic,none,no,0
health,32,10,3466.5,1350.45,1,3,basic,none,no,0
health,38,5,2048.61,2207.31,2,3,standard,side,yes,0
health,34,4,4809.88,933.84,0,0,premium,side,no,0
property,69,12,916.11,2406.64,0,0,basic,front,no,0
health,20,18,2314.56,2111.93,2,1,basic,front,yes,0
auto,39,15,5060.34,1633.28,2,0,basic,none,no,0
property,35,12,1770.67,2263.71,0,2,standard,front,yes,0
auto,34,18,4848.77,1506.48,1,1,standard,rear,no,0
health,29,17,2465.34,1293.28,2,2,premium,none,no,0
property,74,10,3558.29,2372.89,0,3,standard,rear,no,0
auto,41,2,5522.64,2424.81,0,2,basic,none,no,0
auto,43,12,7093.67,1403.0,1,1,basic,none,no,0
auto,41,12,3884.48,1344.09,3,3,standard,none,yes,0
property,78,5,2059.45,1649.97,0,1,basic,front,no,0
auto,39,16,2642.21,1371.96,1,3,basic,rear,yes,0
health,39,17,5686.61,3876.0,0,3,basic,none,no,0
auto,38,6,1781.34,2118.02,3,3,standard,rear,yes,0
auto,38,9,3214.26,1821.29,1,2,standard,none,no,0
auto,23,3,2779.1,1134.15,1,1,standard,rear,no,0
property,55,3,3386.82,2616.24,1,1,basic,none,no,0
auto,19,5,1796.33,1331.68,2,2,premium,rear,no,0
property,32,7,995.89,1304.57,0,3,standard,rear,no,0
health,30,5,5242.32,2660.6,1,3,standard,front,no,0
property,36,3,7150.17,2194.39,0,2,standard,none,yes,0
auto,64,8,1038.44,517.12,0,1,standard,side,no,0
health,55,12,4713.79,1670.89,3,1,standard,front,yes,0
auto,79,6,7771.57,1925.15,0,0,basic,none,no,0
auto,39,10,5525.55,1525.69,0,0,basic,front,no,0
health,75,5,2719.85,1958.99,3,0,premium,none,no,0
auto,20,14,1880.99,731.54,0,3,standard,side,yes,0
property,49,12,3853.3,439.0,1,2,standard,rear,no,0
auto,67,19,4330.55,1110.17,0,0,premium,rear,no,0
auto,50,1,3893.51,2082.08,0,2,basic,none,no,0
health,75,17,3209.61,360.51,0,0,premium,rear,yes,0
auto,37,6,1706.4,1185.86,0,1,basic,rear,no,0
auto,20,1,4894.57,691.33,3,1,basic,side,no,0
property,65,13,5062.41,1601.49,1,0,standard,none,no,0
auto,22,3,4190.5,4812.39,0,2,standard,side,no,0
health,65,3,3935.12,1621.99,0,0,standard,none,yes,0
auto,63,19,11795.51,1713.42,0,1,basic,front,no,0
auto,70,4,2351.8,2750.71,2,1,standard,none,yes,0
auto,47,10,8928.51,1827.41,1,2,standard,none,no,1
property,73,4,2178.04,1623.77,0,0,standard,front,yes,0
health,28,2,7913.02,2873.61,2,1,basic,none,no,0
auto,44,0,8633.09,2289.17,0,3,basic,none,no,0
auto,25,0,2965.69,2088.73,1,1,standard,rear,yes,0
property,65,9,11645.49,1686.84,0,3,basic,none,no,0
auto,62,8,5055.97,1520.76,0,1,standard,none,yes,0
health,67,0,1970.24,2860.02,0,3,basic,none,yes,0
auto,65,6,2802.0,1528.08,0,0,standard,none,no,0
auto,37,5,8046.03,3346.35,0,3,premium,none,yes,0
auto,22,11,6947.56,1071.08,1,1,standard,side,yes,0
auto,75,19,1736.06,3702.98,0,3,standard,none,no,0
health,48,13,3302.78,2289.34,2,2,basic,rear,yes,0
auto,23,18,4198.43,1114.02,0,2,basic,none,no,0
property,75,3,2552.11,2332.02,0,0,standard,side,no,0
auto,79,4,18967.07,1306.16,1,2,premium,none,no,1
auto,45,15,4287.95,1838.52,0,2,standard,none,no,0
auto,65,6,3486.77,1417.55,2,3,basic,rear,no,0
auto,20,16,8379.94,1691.79,0,1,basic,none,yes,0
auto,23,9,2819.6,2894.93,0,2,standard,none,no,0
auto,35,4,7370.19,2343.16,0,0,standard,rear,no,0
auto,58,16,1132.96,1030.0,0,1,basic,front,no,0
auto,26,11,2650.34,1059.92,2,1,standard,rear,no,0
auto,20,16,7588.2,2070.17,1,0,basic,rear,no,0
auto,59,9,10928.6,2146.5,0,3,basic,none,yes,0
auto,65,2,2118.99,1290.49,1,2,premium,side,no,0
auto,63,13,1953.01,4006.44,0,0,standard,none,yes,0
auto,67,2,5416.54,2715.54,0,3,basic,rear,no,0
auto,67,13,2354.01,1322.41,1,2,premium,rear,no,0
auto,55,8,3016.93,1260.01,1,2,premium,none,no,0
property,50,15,6724.3,1613.39,1,3,premium,side,yes,0
auto,71,17,2487.74,1531.61,0,1,standard,none,yes,0
auto,39,8,919.84,3388.28,2,1,premium,rear,yes,0
property,24,17,1464.46,2957.98,0,2,basic,none,no,0
auto,64,2,3666.41,1840.03,1,3,premium,none,no,0
auto,35,2,987.92,2537.55,3,3,basic,none,yes,0
property,78,19,2957.17,2728.45,1,3,basic,none,no,0
health,43,11,1374.07,1861.49,0,3,basic,side,no,0
health,70,9,11475.36,2211.24,0,0,basic,none,no,0
auto,20,3,16574.15,2433.52,0,1,standard,none,yes,0
auto,58,5,1735.87,2307.23,0,1,premium,none,yes,0
auto,45,13,4357.84,1224.88,1,1,basic,rear,yes,0
health,46,16,1858.86,1288.39,0,3,standard,rear,yes,0
auto,34,18,2932.11,1565.1,0,1,standard,side,yes,0
health,78,8,12867.09,1269.87,1,3,basic,side,no,0
property,42,9,2626.27,865.62,1,3,standard,rear,no,0
property,70,3,2980.28,2535.07,1,1,basic,rear,yes,0
auto,44,1,1882.26,2149.96,1,0,basic,rear,no,0
health,20,8,8122.01,925.48,1,2,standard,rear,no,0
health,72,11,370.82,1602.85,0,3,premium,rear,yes,0
health,29,2,2670.56,1648.89,3,1,basic,none,yes,0
property,34,8,3525.86,1980.24,0,0,basic,none,yes,0
health,71,12,2292.15,1052.62,2,2,standard,front,no,0
health,73,16,6664.04,918.74,0,3,standard,rear,no,0
auto,74,18,8445.75,2344.58,2,2,premium,side,yes,0
health,44,6,1355.02,839.68,0,1,standard,none,yes,0
health,64,7,15763.31,1609.48,0,1,standard,none,yes,0
health,38,17,1344.42,1536.04,0,2,standard,side,yes,0
health,63,13,8973.59,1699.96,1,1,basic,rear,no,0
auto,49,5,4043.55,2051.57,0,2,standard,side,no,0
auto,21,13,2559.1,4021.0,0,3,basic,side,no,0
property,43,3,2733.79,812.61,0,3,standard,rear,no,0
auto,46,8,3556.53,2802.57,1,3,basic,none,yes,0
health,33,6,4212.84,514.87,1,3,basic,rear,yes,0
health,41,19,1911.97,3629.52,0,3,premium,rear,no,0
auto,49,0,3090.98,651.04,2,0,premium,none,no,0
auto,21,17,2122.88,6113.15,1,1,standard,none,no,0
health,27,5,1555.36,1487.89,2,1,standard,rear,no,0
health,65,0,2054.69,3446.77,1,3,premium,none,no,0
auto,39,13,1627.85,3109.07,0,0,basic,side,no,0
property,55,13,2713.22,1453.54,0,3,standard,side,no,0
health,53,2,4928.22,1510.39,1,2,basic,rear,no,0
auto,52,0,3961.97,1189.66,2,0,standard,side,yes,0
auto,43,2,14501.99,2680.3,0,2,basic,rear,yes,0
auto,47,8,774.86,1463.03,1,1,standard,none,no,0
auto,69,2,5057.05,1200.52,1,1,basic,none,no,0
auto,77,14,3657.35,2365.25,0,3,standard,rear,yes,0
auto,33,1,6444.42,1154.49,0,3,standard,side,no,0
property,59,15,6012.08,1533.81,0,3,basic,side,no,0
health,78,17,3243.82,1907.51,1,1,premium,side,no,0
property,18,14,4108.68,1311.31,0,2,basic,none,yes,0
health,66,18,2162.78,1414.07,2,1,standard,rear,no,0
health,48,18,5594.71,3895.17,1,2,standard,none,no,0
property,77,0,977.29,1632.52,3,1,basic,front,yes,0
auto,53,6,6271.55,1510.49,1,2,standard,none,yes,0
health,69,15,3582.37,1656.46,2,2,standard,side,no,0
property,28,6,2589.08,2269.3,3,1,standard,rear,no,0
property,26,14,3094.02,1078.22,1,0,standard,rear,yes,0
auto,75,15,3257.0,2238.6,1,0,basic,none,yes,0
property,50,19,9028.24,2054.75,1,3,basic,front,yes,0
health,52,6,35011.98,739.28,1,3,basic,none,yes,1
auto,28,6,8551.91,4434.31,2,2,premium,rear,no,0
auto,32,0,2451.05,3753.36,2,0,basic,rear,yes,0
auto,68,5,5658.12,1211.63,0,2,basic,none,no,0
auto,36,5,5833.25,1031.52,0,1,basic,rear,no,0
auto,54,9,1905.29,2026.42,0,0,standard,none,yes,0
auto,37,8,1506.34,886.31,1,1,standard,none,no,0
property,34,17,3483.19,3576.51,0,3,basic,rear,no,0
property,28,15,6408.59,1430.49,1,3,premium,none,no,0
property,75,14,1178.19,4067.99,3,3,premium,rear,yes,0
health,76,0,2198.15,1197.27,0,0,premium,none,yes,0
property,25,9,5436.31,1709.4,3,2,standard,none,no,0
auto,39,14,3748.86,3407.06,1,2,basic,side,no,0
auto,52,4,9812.3,1538.22,2,1,basic,none,yes,0
auto,41,8,1355.66,2071.54,0,1,basic,rear,no,0
auto,62,14,18892.41,3122.31,0,1,standard,side,yes,0
health,34,15,1240.67,1369.19,0,0,basic,side,yes,0
auto,21,17,879.7,962.11,0,1,standard,side,no,0
property,38,8,3493.86,871.87,0,1,standard,rear,no,0
auto,55,7,1645.63,2420.47,0,1,standard,none,yes,0
auto,29,7,3543.5,2195.99,2,2,basic,front,no,0
auto,68,13,3457.81,3074.3,0,2,premium,none,no,0
auto,18,8,3174.67,1576.52,1,0,standard,rear,no,0
property,22,8,2018.91,884.15,0,1,standard,none,no,0
health,49,3,4928.84,557.59,2,0,premium,none,no,0
auto,49,9,2915.7,7585.4,1,3,basic,none,no,0
health,36,4,7883.8,2353.04,0,3,premium,none,no,0
auto,34,10,3209.08,1936.03,0,1,standard,front,no,1
auto,22,17,1853.34,2078.33,1,3,premium,none,no,0
auto,59,15,1117.22,883.89,2,2,basic,none,no,0
auto,41,9,3227.69,1215.08,0,3,basic,rear,no,0
health,25,19,1497.51,4322.83,1,3,basic,rear,no,0
property,42,19,1415.2,2512.85,2,2,standard,none,no,0
auto,76,8,5267.02,1234.23,0,1,basic,none,no,0
health,34,15,1049.04,979.06,1,2,basic,front,no,0
health,73,6,9784.31,1397.1,0,0,premium,none,no,1
auto,34,17,4071.64,1544.24,1,1,basic,none,no,0
auto,29,7,3530.91,5037.04,0,2,basic,front,no,0
auto,34,5,1764.57,1645.61,1,0,standard,rear,no,0
auto,38,2,6217.11,997.47,0,1,basic,front,yes,0
auto,25,16,3633.55,1755.83,1,3,standard,side,yes,0
auto,54,5,2252.36,2063.52,0,3,basic,rear,yes,0
auto,38,16,4187.58,953.11,1,3,standard,none,no,0
health,62,1,1121.08,2210.74,2,3,basic,none,no,0
auto,48,10,1158.95,3309.19,0,1,standard,none,yes,0
property,45,8,1662.15,1937.85,0,2,basic,none,yes,0
auto,47,8,4650.22,1213.75,1,1,basic,side,no,1
auto,27,3,3632.66,1387.92,2,3,premium,none,yes,0
health,62,1,7587.71,788.85,0,0,standard,none,no,0
health,24,6,1912.2,1691.01,2,1,standard,none,yes,0
property,62,9,5443.99,2112.0,1,3,premium,rear,no,0
auto,79,15,3362.0,1154.8,1,0,basic,none,no,0
auto,65,9,1881.58,4768.8,0,2,standard,side,no,0
health,46,4,4768.16,2686.89,1,1,premium,side,no,0
health,37,5,3476.54,737.75,0,1,standard,none,no,0
health,72,12,2344.01,745.36,0,2,basic,none,no,0
health,33,8,3749.58,1105.43,1,3,standard,side,no,0
auto,47,18,3325.35,3970.28,1,0,basic,rear,yes,0
health,65,8,3269.59,2822.73,1,3,basic,none,no,0
health,75,11,2727.62,4071.86,0,0,standard,none,yes,0
health,75,1,1460.5,1817.3,4,0,basic,rear,no,0
auto,23,3,3836.58,1628.24,1,3,basic,none,no,0
property,73,17,2075.8,968.98,1,0,basic,none,no,0
health,25,6,1782.5,2153.48,0,1,basic,rear,yes,0
auto,54,8,3076.38,1639.12,1,0,standard,none,yes,0
auto,75,11,6086.44,1607.87,0,0,standard,rear,no,0
health,58,1,4146.13,4060.35,1,0,standard,none,no,0
property,76,10,2510.41,1697.36,1,1,standard,rear,no,0
auto,39,6,2440.74,3517.45,0,1,basic,none,no,0
property,37,2,5682.06,817.26,2,0,basic,none,yes,0
auto,38,8,680.13,6933.06,0,2,premium,rear,no,0
auto,40,8,6362.37,1500.22,0,0,basic,none,yes,0
health,60,3,980.62,2574.97,1,1,basic,rear,no,0
auto,46,10,1351.83,2788.16,1,1,premium,rear,no,0
auto,63,14,2540.24,1409.97,0,2,basic,none,no,0
health,43,5,16632.05,2723.07,1,1,standard,none,no,0
auto,37,19,11780.41,2794.76,0,1,basic,none,yes,0
auto,29,12,5970.23,1265.76,1,3,standard,none,yes,0
auto,52,15,4673.11,1273.28,0,0,basic,rear,yes,0
auto,73,1,988.72,1849.47,1,1,standard,front,no,0
auto,71,15,4063.22,1706.59,1,2,standard,none,yes,0
auto,33,6,2478.84,3628.47,0,2,standard,none,no,0
property,47,14,2055.62,2569.16,0,2,basic,side,no,0
health,61,16,4057.66,1745.49,1,2,basic,side,no,0
health,55,5,2618.15,2448.03,1,3,standard,none,no,0
auto,22,5,6690.94,649.81,0,3,premium,rear,no,0
auto,54,1,939.02,1329.22,1,2,basic,none,no,0
property,20,12,3837.24,2087.89,3,3,basic,side,no,0
health,25,15,1967.72,3157.96,1,0,standard,front,no,0
property,58,8,2733.27,1997.97,1,1,standard,rear,no,0
auto,24,3,4506.33,3748.53,0,3,premium,none,yes,0
health,39,6,1665.51,2790.48,1,0,standard,none,no,0
health,54,8,4084.53,1416.35,1,3,basic,front,no,0
auto,58,18,3138.07,1685.78,0,0,standard,none,no,0
property,45,2,2292.94,2217.67,1,3,premium,front,no,0
auto,23,6,2619.13,1444.74,1,0,basic,side,no,0
auto,67,12,3267.61,3887.98,0,2,standard,none,no,0
auto,76,4,2127.1,1038.61,0,3,basic,rear,no,0
health,73,17,3659.08,2117.63,0,3,basic,side,no,0
health,64,18,2996.73,2611.61,0,2,premium,none,no,0
auto,42,7,2373.46,1545.77,1,3,basic,rear,no,0
property,72,14,11079.92,1381.05,2,0,standard,none,no,0
auto,48,15,4869.12,1740.56,0,0,basic,front,no,0
property,26,13,2785.27,2713.51,0,0,basic,side,yes,0
health,70,3,4032.34,1408.21,0,2,standard,side,yes,0
property,37,0,1774.41,1059.49,1,3,basic,side,no,0
health,76,6,2681.84,3214.07,0,3,standard,none,no,0
auto,40,2,2910.11,2207.57,0,2,basic,rear,no,0
auto,71,5,1521.18,2992.69,1,0,standard,none,no,0
property,51,12,4774.99,2642.99,0,0,premium,rear,no,0
property,46,11,2555.67,5377.32,0,2,basic,side,no,0
health,36,4,2838.9,3157.34,0,3,basic,none,no,0
health,69,0,2445.23,1258.86,0,3,standard,side,no,0
auto,21,4,28893.25,2287.32,1,2,basic,front,no,0
auto,47,9,2289.68,1368.21,1,3,basic,none,no,0
auto,40,15,855.71,1440.78,0,1,premium,side,yes,0
health,51,7,1188.03,892.25,1,0,basic,front,no,0
health,33,5,6195.09,1567.04,0,1,standard,none,no,0
health,59,11,9279.07,2374.44,1,0,basic,rear,no,0
health,41,1,2259.15,1749.33,0,2,standard,none,no,0
auto,29,4,8912.99,1043.48,1,1,standard,side,yes,0
auto,30,0,6118.75,844.29,1,1,standard,none,yes,0
auto,61,10,3188.69,5197.45,1,0,standard,rear,no,0
auto,34,8,3034.15,2127.24,1,3,basic,rear,no,0
health,37,11,4132.38,1197.47,2,1,basic,front,yes,0
health,56,12,6729.25,2277.63,0,3,standard,none,no,0
property,38,7,4808.34,5402.37,0,2,premium,rear,yes,0
auto,42,17,2267.05,2465.7,2,2,standard,none,no,0
property,33,18,3222.96,448.75,0,1,standard,side,yes,0
health,39,2,14572.4,6809.99,0,2,standard,none,no,0
auto,60,18,4340.96,717.22,0,0,standard,none,yes,0
health,51,3,6691.06,1631.07,0,3,standard,none,no,0
property,79,4,5313.04,1025.87,1,1,basic,none,no,0
auto,65,10,4408.77,1248.88,2,0,basic,none,yes,0
health,19,0,3928.8,2084.33,1,3,basic,none,yes,0
auto,41,7,6823.81,641.94,0,0,basic,rear,yes,0
auto,35,3,6021.25,1728.27,1,1,standard,none,yes,0
auto,54,9,4379.66,3208.86,0,3,basic,none,no,0
auto,34,16,2240.3,1186.05,1,1,standard,none,no,0
health,77,18,4769.0,902.22,0,0,premium,front,no,0
auto,36,4,3474.11,1686.39,1,0,premium,none,no,0
health,50,10,2934.29,1526.65,0,2,standard,side,no,0
property,25,9,23745.38,1342.63,0,2,premium,front,yes,0
property,74,8,1239.75,998.07,0,2,basic,side,no,0
auto,74,12,7122.11,2343.95,0,2,standard,none,no,0
auto,67,19,1990.48,2434.83,1,1,standard,side,yes,0
auto,39,8,3991.16,1061.22,1,3,premium,none,yes,0
auto,21,1,21982.7,1137.26,0,0,standard,none,yes,0
auto,62,18,1856.3,1935.74,3,3,basic,none,no,0
health,44,18,2193.58,1116.01,1,3,standard,none,no,0
health,79,6,3596.59,1976.99,2,0,standard,front,no,0
auto,61,10,2012.13,3766.96,0,0,basic,none,yes,0
auto,51,17,6760.41,1754.76,0,2,standard,front,yes,0
property,79,10,2504.46,985.54,0,0,standard,rear,no,0
property,67,9,5754.9,2199.65,0,3,standard,rear,no,0
health,46,18,1435.93,1654.37,0,1,premium,rear,yes,0
health,19,16,1027.84,1677.27,0,3,standard,rear,yes,0
health,23,10,3101.72,2293.1,1,0,premium,side,yes,0
auto,45,3,1214.45,2554.26,1,0,basic,none,no,0
property,52,8,10538.48,1840.42,2,2,basic,side,no,0
auto,19,13,1247.8,1754.01,1,3,basic,none,yes,0
health,25,5,1760.97,5073.42,1,3,standard,none,no,0
auto,61,10,4863.6,3295.38,2,3,standard,none,no,0
health,64,13,2415.22,2742.91,3,2,standard,none,yes,0
health,19,1,1257.81,1930.63,0,0,basic,none,yes,0
health,49,11,15183.66,1093.49,3,2,standard,rear,no,0
auto,23,14,1805.98,3177.0,3,2,premium,front,yes,0
health,62,4,3173.59,1943.31,0,1,basic,side,yes,0
health,69,10,3144.99,1354.81,1,3,basic,side,no,0
health,71,14,5986.23,1601.07,0,3,standard,front,no,0
auto,55,0,5032.37,1115.33,0,3,standard,front,no,0
health,56,12,2041.09,3067.64,1,3,basic,none,yes,0
health,75,5,2898.42,2544.07,0,2,basic,side,no,0
auto,55,7,3106.2,1979.93,2,3,standard,none,no,0
health,45,12,6150.4,1769.77,0,0,basic,rear,yes,0
auto,64,0,1607.08,1286.48,0,0,basic,none,yes,0
health,54,0,14953.15,623.26,0,2,basic,side,no,0
auto,70,8,2140.02,892.06,0,0,basic,none,yes,0
property,50,18,3618.72,1247.23,1,3,basic,none,no,0
auto,71,0,1616.48,1156.92,0,0,standard,rear,yes,0
auto,20,15,1467.46,2089.5,1,1,basic,none,no,0
auto,20,1,1974.16,2712.83,0,1,standard,side,yes,0
property,24,9,1845.74,1695.58,1,2,standard,none,yes,0
auto,52,8,2724.45,3657.22,0,0,basic,rear,yes,0
auto,61,9,1834.86,1222.38,3,3,standard,side,yes,0
auto,31,1,5924.71,1689.57,0,3,basic,side,no,0
health,27,15,2104.66,1762.53,1,2,premium,none,no,0
auto,71,5,1947.55,3121.58,0,0,standard,none,no,0
health,64,15,2765.35,1906.35,0,1,basic,none,no,0
auto,58,13,7295.31,1932.91,1,0,premium,rear,no,0
auto,48,11,4231.93,790.43,0,2,basic,front,no,0
auto,44,6,3395.54,1152.91,0,3,basic,front,yes,0
health,19,13,1335.24,3127.46,1,3,basic,side,no,0
auto,29,19,1636.15,640.55,1,3,standard,front,no,0
property,73,18,1487.89,3538.63,1,2,standard,front,yes,0
auto,39,18,9088.78,2321.18,0,0,standard,none,no,0
health,61,4,5278.48,1244.19,1,1,premium,none,no,0
auto,61,11,1991.94,1192.7,0,1,premium,side,yes,0
auto,37,7,2452.69,4665.63,1,0,basic,none,no,0
property,30,19,2043.25,3661.77,0,3,premium,none,no,0
